task_id,asset_id,section_id,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status
ENG3006,AST0245,SEC020,Track Alignment,Vertical misalignment,4,LOW,2025-06-16,2025-06-19,2025-07-26,7.3,6,LOW,Pending
ENG3007,AST0330,SEC030,Rail Replacement,Severely worn rail,5,LOW,2025-09-10,2025-09-12,2025-10-28,2.1,8,LOW,Scheduled
ENG3008,AST0012,SEC012,Rail Inspection,Gauge deviation,4,LOW,2025-03-04,2025-03-04,2025-04-17,7.4,3,LOW,Completed
ENG3009,AST0061,SEC061,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-02-05,2025-02-06,2025-03-07,4.9,6,MEDIUM,Pending
ENG3010,AST0068,SEC068,Rail Inspection,Surface defect,4,LOW,2025-04-15,2025-04-17,2025-06-08,4.6,6,LOW,Completed
ENG3011,AST0076,SEC001,Track Geometry Correction,Twist fault,5,LOW,2025-01-15,2025-01-17,2025-02-26,11.5,8,LOW,Completed
ENG3012,AST0032,SEC032,Rail Inspection,Surface defect,3,MEDIUM,2025-07-03,2025-07-03,2025-07-21,2.1,14,MEDIUM,Completed
ENG3013,AST0021,SEC021,Rail Inspection,Rail crack,3,MEDIUM,2025-10-18,2025-10-18,2025-11-07,10.6,12,MEDIUM,Scheduled
ENG3014,AST0196,SEC046,Turnout Maintenance,Crossing nose defect,4,LOW,2025-03-19,2025-03-20,2025-05-13,9.5,11,LOW,Scheduled
ENG3015,AST0330,SEC030,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-10-26,2025-10-29,2025-11-01,1.9,10,HIGH,Completed
ENG3016,AST0354,SEC054,Track Alignment,Vertical misalignment,3,MEDIUM,2025-12-03,2025-12-06,2025-12-21,10.9,5,MEDIUM,Completed
ENG3017,AST0075,SEC075,Track Alignment,Cant deficiency,3,MEDIUM,2025-03-02,2025-03-05,2025-03-24,5.9,3,MEDIUM,Completed
ENG3018,AST0005,SEC005,Rail Replacement,Rail end batter,3,MEDIUM,2025-02-21,2025-02-22,2025-03-08,9.9,13,MEDIUM,Completed
ENG3019,AST0202,SEC052,Track Alignment,Lateral misalignment,2,HIGH,2025-09-06,2025-09-06,2025-09-13,1.5,15,HIGH,In Progress
ENG3020,AST0338,SEC038,Turnout Maintenance,Check rail gap,2,HIGH,2025-03-22,2025-03-24,2025-04-04,10.3,15,HIGH,Pending
ENG3021,AST0095,SEC020,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-10-19,2025-10-21,2025-10-27,10.0,9,HIGH,Completed
ENG3022,AST0100,SEC025,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-06-28,2025-06-30,2025-07-23,9.5,13,MEDIUM,Scheduled
ENG3023,AST0046,SEC046,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-09-10,2025-09-12,2025-10-02,6.6,5,MEDIUM,In Progress
ENG3024,AST0212,SEC062,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-03-05,2025-03-07,2025-04-04,1.6,14,MEDIUM,Completed
ENG3025,AST0398,SEC023,Ballast Maintenance,Insufficient ballast,4,LOW,2025-04-23,2025-04-24,2025-05-29,2.0,4,LOW,Pending
ENG3026,AST0273,SEC048,Sleeper Replacement,Missing sleeper,4,LOW,2025-11-01,2025-11-04,2025-12-31,3.3,10,LOW,Pending
ENG3027,AST0158,SEC008,Turnout Maintenance,Switch tongue wear,1,CRITICAL,2025-05-18,2025-05-19,2025-05-24,1.3,7,HIGH,Completed
ENG3028,AST0289,SEC064,Sleeper Replacement,Missing sleeper,2,HIGH,2025-06-13,2025-06-16,2025-06-23,11.5,11,HIGH,Completed
ENG3029,AST0398,SEC023,Rail Inspection,Corrugation,3,MEDIUM,2025-03-24,2025-03-24,2025-04-14,10.5,8,MEDIUM,Completed
ENG3030,AST0361,SEC061,Rail Inspection,Rail crack,3,MEDIUM,2025-06-21,2025-06-24,2025-07-15,2.8,3,MEDIUM,Pending
ENG3031,AST0220,SEC070,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-09-21,2025-09-24,2025-09-27,3.7,10,HIGH,Completed
ENG3032,AST0230,SEC005,Rail Inspection,Corrugation,4,LOW,2025-03-21,2025-03-21,2025-05-10,8.8,6,LOW,Completed
ENG3033,AST0289,SEC064,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-10-27,2025-10-27,2025-11-16,5.1,12,MEDIUM,Pending
ENG3034,AST0279,SEC054,Ballast Maintenance,Vegetation growth,1,CRITICAL,2025-12-04,2025-12-07,2025-12-10,11.8,3,HIGH,In Progress
ENG3035,AST0279,SEC054,Sleeper Replacement,Missing sleeper,2,HIGH,2025-12-05,2025-12-08,2025-12-20,4.6,2,HIGH,Scheduled
ENG3036,AST0330,SEC030,Welding,Weld depression,4,LOW,2025-09-27,2025-09-30,2025-11-15,6.2,5,LOW,Scheduled
ENG3037,AST0179,SEC029,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-02-17,2025-02-17,2025-03-12,3.2,13,MEDIUM,Scheduled
ENG3038,AST0355,SEC055,Rail Inspection,Rail crack,2,HIGH,2025-06-02,2025-06-04,2025-06-17,2.2,3,HIGH,Completed
ENG3039,AST0239,SEC014,Welding,Weld crack,2,HIGH,2025-10-11,2025-10-14,2025-10-23,11.6,14,HIGH,Completed
ENG3040,AST0166,SEC016,Rail Replacement,Rail end batter,2,HIGH,2025-05-25,2025-05-28,2025-06-11,2.9,15,HIGH,Pending
ENG3041,AST0335,SEC035,Welding,Weld crack,4,LOW,2025-07-02,2025-07-04,2025-08-19,10.5,7,LOW,Cancelled
ENG3042,AST0307,SEC007,Rail Inspection,Worn rail head,4,LOW,2025-09-21,2025-09-21,2025-11-07,7.3,13,LOW,Scheduled
ENG3043,AST0217,SEC067,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-09-11,2025-09-14,2025-10-12,6.6,14,MEDIUM,Pending
ENG3044,AST0123,SEC048,Ballast Maintenance,Fouled ballast,4,LOW,2025-10-31,2025-11-01,2025-12-16,3.1,8,LOW,Pending
ENG3045,AST0165,SEC015,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-08-18,2025-08-21,2025-09-14,9.4,11,MEDIUM,Completed
ENG3046,AST0157,SEC007,Welding,Weld depression,3,MEDIUM,2025-04-19,2025-04-19,2025-05-19,8.7,7,MEDIUM,Pending
ENG3047,AST0369,SEC069,Track Alignment,Vertical misalignment,3,MEDIUM,2025-05-10,2025-05-13,2025-06-10,8.1,7,MEDIUM,Scheduled
ENG3048,AST0383,SEC008,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-11-21,2025-11-23,2026-01-16,3.8,11,LOW,Scheduled
ENG3049,AST0096,SEC021,Rail Inspection,Surface defect,2,HIGH,2025-07-10,2025-07-12,2025-07-26,3.1,13,HIGH,Scheduled
ENG3050,AST0038,SEC038,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-06-28,2025-06-30,2025-07-14,1.6,7,MEDIUM,Cancelled
ENG3051,AST0166,SEC016,Track Geometry Correction,Cross-level error,1,CRITICAL,2025-10-28,2025-10-31,2025-11-07,4.1,5,HIGH,Completed
ENG3052,AST0078,SEC003,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-02-26,2025-02-27,2025-04-14,7.4,13,LOW,In Progress
ENG3053,AST0156,SEC006,Ballast Maintenance,Insufficient ballast,5,LOW,2025-03-03,2025-03-04,2025-05-25,1.7,9,LOW,Cancelled
ENG3054,AST0387,SEC012,Track Alignment,Vertical misalignment,3,MEDIUM,2025-09-27,2025-09-29,2025-10-24,2.7,3,MEDIUM,Pending
ENG3055,AST0065,SEC065,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-11-29,2025-11-29,2025-12-19,6.0,7,MEDIUM,Cancelled
ENG3056,AST0020,SEC020,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-09-02,2025-09-03,2025-09-20,7.0,4,MEDIUM,Scheduled
ENG3057,AST0105,SEC030,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-05-10,2025-05-13,2025-05-25,4.5,14,HIGH,Scheduled
ENG3058,AST0174,SEC024,Rail Replacement,Severely worn rail,3,MEDIUM,2025-11-04,2025-11-06,2025-11-27,2.2,11,MEDIUM,Completed
ENG3059,AST0010,SEC010,Rail Inspection,Gauge deviation,3,MEDIUM,2025-09-02,2025-09-03,2025-10-01,3.3,3,MEDIUM,Completed
ENG3060,AST0008,SEC008,Rail Replacement,End-post fracture,1,CRITICAL,2025-05-05,2025-05-08,2025-05-14,11.7,6,HIGH,Completed
ENG3061,AST0016,SEC016,Rail Inspection,Rail crack,3,MEDIUM,2025-01-23,2025-01-23,2025-02-19,4.5,9,MEDIUM,Completed
ENG3062,AST0371,SEC071,Ballast Maintenance,Drainage blockage,4,LOW,2025-01-07,2025-01-10,2025-02-20,8.8,12,LOW,In Progress
ENG3063,AST0262,SEC037,Track Geometry Correction,Gauge irregularity,5,LOW,2025-09-23,2025-09-24,2025-11-06,1.1,11,LOW,Pending
ENG3064,AST0082,SEC007,Turnout Maintenance,Point mechanism fault,4,LOW,2025-07-16,2025-07-18,2025-09-14,8.2,2,LOW,Completed
ENG3065,AST0262,SEC037,Turnout Maintenance,Check rail gap,4,LOW,2025-08-03,2025-08-05,2025-09-26,4.3,4,LOW,Cancelled
ENG3066,AST0010,SEC010,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-11-09,2025-11-10,2025-12-02,3.0,5,MEDIUM,In Progress
ENG3067,AST0342,SEC042,Track Alignment,Buckling risk,5,LOW,2025-06-10,2025-06-12,2025-08-07,9.3,15,LOW,Scheduled
ENG3068,AST0313,SEC013,Track Alignment,Buckling risk,3,MEDIUM,2025-10-22,2025-10-25,2025-11-16,3.1,4,MEDIUM,Pending
ENG3069,AST0275,SEC050,Rail Replacement,Broken rail,2,HIGH,2025-03-12,2025-03-13,2025-03-26,10.6,5,HIGH,Pending
ENG3070,AST0138,SEC063,Ballast Maintenance,Fouled ballast,2,HIGH,2025-02-08,2025-02-11,2025-02-21,5.2,5,HIGH,In Progress
ENG3071,AST0356,SEC056,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-01-29,2025-01-31,2025-02-14,3.3,7,MEDIUM,Pending
ENG3072,AST0222,SEC072,Track Geometry Correction,Gauge irregularity,4,LOW,2025-07-14,2025-07-14,2025-08-08,11.2,9,LOW,Completed
ENG3073,AST0280,SEC055,Track Alignment,Buckling risk,3,MEDIUM,2025-02-12,2025-02-13,2025-03-07,8.4,15,MEDIUM,Cancelled
ENG3074,AST0365,SEC065,Sleeper Replacement,Broken concrete sleeper,5,LOW,2025-11-20,2025-11-21,2026-01-08,1.7,5,LOW,In Progress
ENG3075,AST0137,SEC062,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-02-10,2025-02-13,2025-03-03,9.4,4,MEDIUM,Pending
ENG3076,AST0361,SEC061,Rail Inspection,Corrugation,2,HIGH,2025-01-08,2025-01-09,2025-01-21,8.4,10,HIGH,Scheduled
ENG3077,AST0169,SEC019,Turnout Maintenance,Point mechanism fault,5,LOW,2025-04-20,2025-04-20,2025-06-27,4.3,13,LOW,Scheduled
ENG3078,AST0058,SEC058,Rail Replacement,Rail end batter,4,LOW,2025-07-17,2025-07-19,2025-09-15,1.4,12,LOW,Cancelled
ENG3079,AST0268,SEC043,Track Alignment,Cant deficiency,3,MEDIUM,2025-10-09,2025-10-09,2025-10-25,11.5,11,MEDIUM,Scheduled
ENG3080,AST0090,SEC015,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-08-11,2025-08-12,2025-08-23,5.9,9,HIGH,Pending
ENG3081,AST0146,SEC071,Turnout Maintenance,Switch tongue wear,4,LOW,2025-11-12,2025-11-13,2025-12-24,8.3,14,LOW,Scheduled
ENG3082,AST0045,SEC045,Sleeper Replacement,Missing sleeper,4,LOW,2025-04-18,2025-04-21,2025-05-19,5.8,7,LOW,Completed
ENG3083,AST0026,SEC026,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-01-10,2025-01-13,2025-02-02,10.3,13,MEDIUM,Scheduled
ENG3084,AST0208,SEC058,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-06-18,2025-06-21,2025-07-03,2.2,13,HIGH,In Progress
ENG3085,AST0293,SEC068,Track Geometry Correction,Cross-level error,2,HIGH,2025-08-02,2025-08-05,2025-08-14,6.3,6,HIGH,Pending
ENG3086,AST0242,SEC017,Track Alignment,Vertical misalignment,3,MEDIUM,2025-09-30,2025-10-02,2025-10-16,7.2,13,MEDIUM,Scheduled
ENG3087,AST0156,SEC006,Turnout Maintenance,Check rail gap,1,CRITICAL,2025-12-08,2025-12-11,2025-12-16,3.4,2,HIGH,Completed
ENG3088,AST0151,SEC001,Ballast Maintenance,Insufficient ballast,4,LOW,2025-03-09,2025-03-11,2025-04-23,2.9,10,LOW,Completed
ENG3089,AST0212,SEC062,Turnout Maintenance,Crossing nose defect,5,LOW,2025-04-21,2025-04-21,2025-07-16,7.1,9,LOW,Completed
ENG3090,AST0131,SEC056,Track Alignment,Cant deficiency,3,MEDIUM,2025-08-30,2025-09-02,2025-09-22,7.8,10,MEDIUM,Pending
ENG3091,AST0172,SEC022,Track Alignment,Lateral misalignment,1,CRITICAL,2025-04-15,2025-04-15,2025-04-22,11.5,10,HIGH,Completed
ENG3092,AST0099,SEC024,Welding,Misaligned weld,3,MEDIUM,2025-01-27,2025-01-28,2025-02-27,1.5,10,MEDIUM,Scheduled
ENG3093,AST0274,SEC049,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-10-26,2025-10-28,2025-12-23,5.5,15,LOW,Completed
ENG3094,AST0236,SEC011,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-07-27,2025-07-27,2025-08-17,9.3,11,MEDIUM,Completed
ENG3095,AST0230,SEC005,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-04-05,2025-04-05,2025-05-01,3.4,6,MEDIUM,Scheduled
ENG3096,AST0088,SEC013,Track Alignment,Vertical misalignment,1,CRITICAL,2025-02-22,2025-02-22,2025-02-27,3.4,3,HIGH,Completed
ENG3097,AST0014,SEC014,Rail Replacement,Broken rail,2,HIGH,2025-06-15,2025-06-18,2025-06-27,6.8,12,HIGH,In Progress
ENG3098,AST0048,SEC048,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-03-12,2025-03-15,2025-04-08,5.8,12,MEDIUM,In Progress
ENG3099,AST0112,SEC037,Turnout Maintenance,Crossing nose defect,2,HIGH,2025-04-21,2025-04-24,2025-05-08,2.9,8,HIGH,Pending
ENG3100,AST0100,SEC025,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-01-03,2025-01-06,2025-02-13,6.3,12,LOW,Scheduled
ENG3101,AST0118,SEC043,Turnout Maintenance,Crossing nose defect,4,LOW,2025-05-18,2025-05-18,2025-07-09,11.1,6,LOW,Scheduled
ENG3102,AST0058,SEC058,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-03-15,2025-03-17,2025-04-11,8.7,6,MEDIUM,Completed
ENG3103,AST0209,SEC059,Track Geometry Correction,Cross-level error,5,LOW,2025-11-09,2025-11-10,2026-01-28,1.5,15,LOW,Scheduled
ENG3104,AST0102,SEC027,Turnout Maintenance,Point mechanism fault,1,CRITICAL,2025-06-01,2025-06-01,2025-06-04,7.2,6,HIGH,Cancelled
ENG3105,AST0150,SEC075,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-02-26,2025-02-27,2025-03-13,6.0,5,HIGH,Pending
ENG3106,AST0190,SEC040,Rail Replacement,Severely worn rail,4,LOW,2025-06-19,2025-06-22,2025-08-02,9.9,13,LOW,Completed
ENG3107,AST0365,SEC065,Turnout Maintenance,Point mechanism fault,5,LOW,2025-08-29,2025-09-01,2025-11-16,3.3,10,LOW,Scheduled
ENG3108,AST0091,SEC016,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-08-12,2025-08-12,2025-09-02,10.2,9,MEDIUM,In Progress
ENG3109,AST0159,SEC009,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-11-10,2025-11-10,2025-12-10,2.9,9,MEDIUM,Pending
ENG3110,AST0192,SEC042,Welding,Thermit weld defect,4,LOW,2025-06-25,2025-06-26,2025-08-08,3.3,5,LOW,Completed
ENG3111,AST0345,SEC045,Track Geometry Correction,Alignment defect,1,CRITICAL,2025-08-11,2025-08-11,2025-08-14,7.6,8,HIGH,Pending
ENG3112,AST0338,SEC038,Turnout Maintenance,Crossing nose defect,4,LOW,2025-06-07,2025-06-07,2025-07-28,11.3,4,LOW,Completed
ENG3113,AST0316,SEC016,Ballast Maintenance,Drainage blockage,2,HIGH,2025-04-26,2025-04-26,2025-05-04,5.4,8,HIGH,Pending
ENG3114,AST0321,SEC021,Rail Replacement,Rail end batter,1,CRITICAL,2025-12-20,2025-12-20,2025-12-27,2.6,4,HIGH,Completed
ENG3115,AST0211,SEC061,Rail Replacement,Rail end batter,2,HIGH,2025-03-20,2025-03-20,2025-04-03,10.1,6,HIGH,Pending
ENG3116,AST0353,SEC053,Rail Inspection,Gauge deviation,1,CRITICAL,2025-09-25,2025-09-27,2025-10-04,6.1,9,HIGH,Scheduled
ENG3117,AST0398,SEC023,Ballast Maintenance,Drainage blockage,1,CRITICAL,2025-10-14,2025-10-17,2025-10-21,11.5,2,HIGH,Pending
ENG3118,AST0279,SEC054,Track Geometry Correction,Cross-level error,1,CRITICAL,2025-04-27,2025-04-28,2025-05-02,8.9,9,HIGH,Pending
ENG3119,AST0387,SEC012,Track Geometry Correction,Alignment defect,2,HIGH,2025-11-26,2025-11-29,2025-12-10,7.3,5,HIGH,Pending
ENG3120,AST0166,SEC016,Turnout Maintenance,Crossing nose defect,4,LOW,2025-03-18,2025-03-20,2025-04-21,2.4,9,LOW,Completed
ENG3121,AST0381,SEC006,Ballast Maintenance,Insufficient ballast,4,LOW,2025-12-02,2025-12-05,2026-01-31,3.9,10,LOW,Cancelled
ENG3122,AST0253,SEC028,Rail Replacement,Rail end batter,3,MEDIUM,2025-12-17,2025-12-20,2026-01-05,4.1,7,MEDIUM,Scheduled
ENG3123,AST0232,SEC007,Rail Replacement,Rail end batter,4,LOW,2025-06-09,2025-06-11,2025-07-11,2.0,2,LOW,Completed
ENG3124,AST0071,SEC071,Ballast Maintenance,Insufficient ballast,5,LOW,2025-07-15,2025-07-18,2025-09-18,8.7,9,LOW,Completed
ENG3125,AST0171,SEC021,Rail Replacement,Rail end batter,2,HIGH,2025-06-27,2025-06-28,2025-07-06,1.8,9,HIGH,Cancelled
ENG3126,AST0159,SEC009,Track Alignment,Lateral misalignment,1,CRITICAL,2025-08-10,2025-08-12,2025-08-17,2.6,2,HIGH,Completed
ENG3127,AST0344,SEC044,Rail Inspection,Rail crack,2,HIGH,2025-08-15,2025-08-18,2025-08-28,6.3,13,HIGH,Completed
ENG3128,AST0270,SEC045,Rail Replacement,End-post fracture,4,LOW,2025-09-04,2025-09-04,2025-10-23,11.1,2,LOW,Completed
ENG3129,AST0059,SEC059,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-07-16,2025-07-18,2025-08-15,1.5,11,MEDIUM,Pending
ENG3130,AST0227,SEC002,Rail Inspection,Gauge deviation,5,LOW,2025-07-03,2025-07-03,2025-09-15,8.5,2,LOW,Completed
ENG3131,AST0204,SEC054,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-01-01,2025-01-04,2025-01-14,7.4,12,HIGH,In Progress
ENG3132,AST0187,SEC037,Turnout Maintenance,Check rail gap,5,LOW,2025-09-23,2025-09-24,2025-12-04,11.3,12,LOW,Completed
ENG3133,AST0197,SEC047,Welding,Misaligned weld,2,HIGH,2024-12-31,2025-01-02,2025-01-11,3.5,4,HIGH,In Progress
ENG3134,AST0117,SEC042,Rail Inspection,Surface defect,4,LOW,2025-08-29,2025-09-01,2025-10-03,9.0,3,LOW,Pending
ENG3135,AST0081,SEC006,Rail Inspection,Worn rail head,3,MEDIUM,2025-01-02,2025-01-05,2025-02-01,5.1,4,MEDIUM,Scheduled
ENG3136,AST0050,SEC050,Sleeper Replacement,Cracked sleeper,5,LOW,2025-09-25,2025-09-27,2025-12-19,1.2,10,LOW,Scheduled
ENG3137,AST0010,SEC010,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-06-07,2025-06-10,2025-07-07,8.9,14,MEDIUM,Scheduled
ENG3138,AST0381,SEC006,Ballast Maintenance,Vegetation growth,2,HIGH,2025-11-03,2025-11-03,2025-11-14,4.4,7,HIGH,In Progress
ENG3139,AST0295,SEC070,Sleeper Replacement,Missing sleeper,4,LOW,2025-09-30,2025-10-02,2025-11-09,10.7,12,LOW,Pending
ENG3140,AST0174,SEC024,Rail Inspection,Surface defect,3,MEDIUM,2025-09-18,2025-09-20,2025-10-15,10.5,14,MEDIUM,Pending
ENG3141,AST0333,SEC033,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-03-29,2025-04-01,2025-04-25,11.3,5,MEDIUM,Pending
ENG3142,AST0084,SEC009,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-11-16,2025-11-19,2025-12-04,8.2,3,HIGH,Completed
ENG3143,AST0166,SEC016,Turnout Maintenance,Switch tongue wear,2,HIGH,2025-08-11,2025-08-11,2025-08-20,11.7,3,HIGH,Pending
ENG3144,AST0359,SEC059,Rail Replacement,Broken rail,4,LOW,2025-01-21,2025-01-24,2025-03-08,7.1,5,LOW,Completed
ENG3145,AST0109,SEC034,Rail Inspection,Worn rail head,4,LOW,2025-06-19,2025-06-21,2025-07-17,2.3,2,LOW,Completed
ENG3146,AST0121,SEC046,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-05-13,2025-05-14,2025-06-04,3.5,2,MEDIUM,Pending
ENG3147,AST0366,SEC066,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-01-17,2025-01-18,2025-02-14,5.6,12,MEDIUM,Pending
ENG3148,AST0365,SEC065,Track Alignment,Vertical misalignment,2,HIGH,2025-05-20,2025-05-22,2025-06-06,2.5,13,HIGH,Completed
ENG3149,AST0063,SEC063,Track Alignment,Buckling risk,3,MEDIUM,2025-08-25,2025-08-26,2025-09-17,10.8,6,MEDIUM,Cancelled
ENG3150,AST0299,SEC074,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-03-15,2025-03-16,2025-03-30,1.2,9,MEDIUM,Pending
ENG3151,AST0074,SEC074,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-10-18,2025-10-20,2025-11-15,11.2,10,MEDIUM,In Progress
ENG3152,AST0353,SEC053,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-01-09,2025-01-11,2025-02-08,7.3,14,MEDIUM,Cancelled
ENG3153,AST0067,SEC067,Rail Replacement,Severely worn rail,3,MEDIUM,2025-01-02,2025-01-02,2025-01-19,9.9,15,MEDIUM,Completed
ENG3154,AST0133,SEC058,Turnout Maintenance,Check rail gap,2,HIGH,2025-05-15,2025-05-15,2025-05-24,7.0,12,HIGH,Scheduled
ENG3155,AST0373,SEC073,Rail Inspection,Worn rail head,4,LOW,2025-08-08,2025-08-10,2025-09-11,10.2,13,LOW,Pending
ENG3156,AST0008,SEC008,Turnout Maintenance,Switch tongue wear,4,LOW,2025-12-06,2025-12-06,2026-01-04,4.1,10,LOW,Scheduled
ENG3157,AST0394,SEC019,Track Alignment,Buckling risk,4,LOW,2025-11-02,2025-11-05,2025-12-05,4.0,5,LOW,Completed
ENG3158,AST0042,SEC042,Track Alignment,Buckling risk,3,MEDIUM,2025-07-15,2025-07-18,2025-08-08,10.8,4,MEDIUM,Completed
ENG3159,AST0072,SEC072,Sleeper Replacement,Cracked sleeper,1,CRITICAL,2025-04-06,2025-04-09,2025-04-12,4.0,14,HIGH,Pending
ENG3160,AST0228,SEC003,Ballast Maintenance,Vegetation growth,5,LOW,2025-05-03,2025-05-06,2025-08-03,8.5,13,LOW,Pending
ENG3161,AST0055,SEC055,Rail Replacement,Severely worn rail,3,MEDIUM,2025-02-25,2025-02-25,2025-03-12,11.2,14,MEDIUM,Pending
ENG3162,AST0308,SEC008,Track Alignment,Vertical misalignment,2,HIGH,2025-11-09,2025-11-09,2025-11-24,11.2,3,HIGH,Pending
ENG3163,AST0045,SEC045,Welding,Misaligned weld,4,LOW,2025-04-25,2025-04-25,2025-06-09,2.0,13,LOW,Pending
ENG3164,AST0344,SEC044,Rail Inspection,Surface defect,3,MEDIUM,2025-01-29,2025-01-30,2025-02-13,11.6,14,MEDIUM,In Progress
ENG3165,AST0252,SEC027,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,2025-07-14,2025-07-16,2025-07-26,2.3,13,HIGH,Completed
ENG3166,AST0361,SEC061,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-08-11,2025-08-13,2025-08-24,2.1,3,HIGH,Completed
ENG3167,AST0386,SEC011,Track Alignment,Cant deficiency,2,HIGH,2025-12-19,2025-12-20,2026-01-03,1.4,12,HIGH,Completed
ENG3168,AST0108,SEC033,Track Alignment,Vertical misalignment,4,LOW,2025-03-29,2025-04-01,2025-05-17,5.1,9,LOW,Cancelled
ENG3169,AST0156,SEC006,Rail Inspection,Surface defect,3,MEDIUM,2025-10-23,2025-10-23,2025-11-14,2.2,10,MEDIUM,Completed
ENG3170,AST0066,SEC066,Track Geometry Correction,Alignment defect,2,HIGH,2025-01-12,2025-01-15,2025-01-22,3.7,15,HIGH,Completed
ENG3171,AST0083,SEC008,Rail Replacement,Broken rail,4,LOW,2025-02-20,2025-02-20,2025-03-19,1.2,14,LOW,Pending
ENG3172,AST0152,SEC002,Rail Replacement,Broken rail,3,MEDIUM,2025-04-20,2025-04-23,2025-05-11,9.2,7,MEDIUM,Completed
ENG3173,AST0230,SEC005,Rail Replacement,Severely worn rail,2,HIGH,2025-01-14,2025-01-16,2025-01-26,11.3,2,HIGH,Pending
ENG3174,AST0095,SEC020,Rail Inspection,Corrugation,3,MEDIUM,2025-10-03,2025-10-05,2025-10-26,6.5,7,MEDIUM,Scheduled
ENG3175,AST0368,SEC068,Rail Inspection,Surface defect,2,HIGH,2025-06-13,2025-06-14,2025-06-24,6.5,10,HIGH,In Progress
ENG3176,AST0079,SEC004,Rail Replacement,End-post fracture,2,HIGH,2025-12-14,2025-12-17,2025-12-28,11.3,10,HIGH,Cancelled
ENG3177,AST0216,SEC066,Turnout Maintenance,Point mechanism fault,2,HIGH,2025-06-14,2025-06-17,2025-06-28,5.5,13,HIGH,Scheduled
ENG3178,AST0230,SEC005,Track Alignment,Buckling risk,5,LOW,2025-03-02,2025-03-02,2025-05-30,7.7,6,LOW,Completed
ENG3179,AST0297,SEC072,Track Alignment,Vertical misalignment,5,LOW,2024-12-31,2025-01-01,2025-03-01,8.7,10,LOW,Pending
ENG3180,AST0311,SEC011,Rail Replacement,Broken rail,5,LOW,2025-02-21,2025-02-21,2025-04-19,3.1,12,LOW,Scheduled
ENG3181,AST0255,SEC030,Track Geometry Correction,Alignment defect,4,LOW,2025-04-24,2025-04-25,2025-06-03,1.2,12,LOW,Pending
ENG3182,AST0041,SEC041,Rail Inspection,Worn rail head,5,LOW,2025-10-07,2025-10-07,2025-12-28,2.5,12,LOW,Cancelled
ENG3183,AST0259,SEC034,Track Alignment,Buckling risk,1,CRITICAL,2025-10-12,2025-10-14,2025-10-20,2.5,4,HIGH,Pending
ENG3184,AST0301,SEC001,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,2025-12-10,2025-12-11,2025-12-24,11.4,5,HIGH,Scheduled
ENG3185,AST0353,SEC053,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-04-06,2025-04-09,2025-04-21,11.3,5,HIGH,In Progress
